Character,Reading
暢,chàng
暤,hào
暥,yàn
暨,jì jiè
暩,jì
暪,mèn
暫,zàn
暬,xiè
暮,mù
暯,mò
暰,cōng
暱,nì
暲,zhāng
暳,huì
暴,pù bào bó
暵,hàn
暶,xuán
暷,chuán
暸,liáo
暹,xiān
暻,jǐng
暼,piē
暽,lín
暾,tūn
暿,xǐ xī
曀,yì
曂,huàng
曃,dài
曄,yè
曆,lì
曇,tán
曈,tóng
曉,xiǎo
曊,fèi
曋,shěn
曌,zhào
曎,yì
曏,xiàng shǎng
曑,shēn
曒,jiǎo
曔,jìng
曕,yàn
曖,ài
曘,rú
曙,shǔ
曚,méng
曛,xūn
曜,yào
曝,pù
曞,lì
曟,chén
曠,kuàng
曣,yàn
曤,huò
曥,lú
曦,xī
曧,róng
曨,lóng
曩,nǎng
曪,luǒ
曫,luán
曬,shài
曭,tǎng
曮,yǎn
曯,zhú
曰,yuē
曱,yuē
曲,qū
曳,yè
更,gēng gèng
曷,hé è hè
書,shū
曹,cáo
曼,màn
曾,zēng céng
替,tì
最,zuì cuō
朁,cǎn qián jiàn
會,huì kuài kuò
朄,yǐn
朅,qiè
朆,fēn
朇,pí
月,yuè rù
有,yǒu yòu wěi
朊,wǎn ruǎn
朋,péng
朌,fén bān
服,fú fù bì bó
朎,líng
朏,fěi kū
朐,qú xū xù chǔn
朒,nǜ
朓,tiǎo tiào yóu
朔,shuò
朕,zhèn
朗,lǎng
朘,zuī juān
朚,huāng máng wáng mèng
望,wàng
朝,zhāo cháo zhū
朞,qī
期,qī
朠,yīng
朡,zōng
朣,tóng chuáng
朦,méng mǎng
朧,lóng lǒng
木,mù
未,wèi
末,mò
本,běn bēn
札,zhá yà
朮,zhú
术,shú zhú shù
朱,zhū shū
朲,rén
朳,bā
朴,pò pǔ pū pō piáo
朵,duǒ
朷,dāo mù tiáo
朸,lì
朹,guǐ qiú
机,jī wèi
朻,jiū
朼,bǐ
朽,xiǔ
朾,chéng zhēng chēng tīng
朿,cì
杂,duǒ zá
杄,qiān
杅,yú wū
杆,gàn gān gǎn
杇,wū
杈,chā chà
杉,shān shā
杋,fán
杌,wù wò
杍,zǐ
李,lǐ
杏,xìng
材,cái
村,cūn
杒,rèn ér
杓,biāo sháo shuó dí zhuó
杔,tuō zhé
杕,dì duò
杖,zhàng
杗,máng
杘,chì
杙,yì
杚,gài gé
杛,gōng
杜,dù dǔ tú
杝,lí zhì yí tuò duò
杞,qǐ
束,shù
杠,gāng gōng gàng
杧,máng
杪,miǎo
杫,sì zhǐ xǐ
杬,yuán yuàn
杭,kàng háng kāng
杮,fèi bèi
杯,bēi
杰,jié
東,dōng
杲,gǎo
杳,yǎo
杴,xiān qiān
杵,chǔ
杶,chūn
杷,pá bà
杸,shū duì
杹,huà
杺,xīn
杻,niǔ chǒu
杼,zhù shù
杽,chǒu
松,sōng
板,bǎn
极,jí
枂,wò yuè
枃,jìn
枅,jī
枇,pí bǐ bì pī
枈,bì pī
枉,wǎng kuáng
枊,àng
枋,fāng fǎng bǐng
枌,fén
枍,yì
枎,fú fū
析,xī sī
枑,hù
枒,yē yá yā yà
枓,zhǔ dǒu
枔,xín
枕,zhěn chén
枖,yāo yǎo
林,lín
枘,ruì nèn
枙,ě è
枚,méi
枛,zhào
果,guǒ luǒ guàn
枝,zhī qí
枟,yùn
枮,xiān zhēn
枯,kū gū
枰,píng
枱,sì cí tái
枲,xǐ
枳,zhǐ zhī
枵,xiāo
架,jià
枷,jiā jià
枸,jǔ gǒu gōu qú
枹,fú bāo
枺,mò
枻,yì xiè
枼,yè
枾,shì
枿,niè
柀,bǐ
柁,duò tuó tuǒ
柂,yí duò lí
柃,líng
柄,bǐng
柅,nǐ chì
柆,lā
柈,pán pàn bàn
柉,fán
柊,zhōng
柋,dài
柌,cí
柍,yǎng yàng yīng
柎,fū fǔ fù
柏,bǎi bó bò
某,méi mǒu
柑,gān qián
柒,qī
染,rǎn
柔,róu
柖,sháo shào
柘,zhè
柙,xiá jiǎ
柚,yòu yóu zhóu
柛,shēn
柜,jǔ guì
柝,tuò
柞,zuò zé zhà
柟,rán nán
柠,chǔ zhù níng
柢,dǐ dì chí
柣,zhì dié
柤,zhā zǔ zū
查,chá zhā chái
柦,dàn
柧,gū
柨,bù pū
柩,jiù
柪,āo ào
柫,fú
柬,jiǎn
柭,bā fú bó biē pèi
柮,duò zuó wù
柯,kē
柰,nài
柱,zhù zhǔ
柲,bì bié
柳,liǔ
柴,chái cī zhài zì
柵,zhà shān
柶,sì
柷,zhù
柸,pēi bēi
柹,fèi shì
柺,guǎi
柼,yǎo
柽,jué chēng
柿,shì
栅,zhà shān cè
栐,yǒng
栒,xún sǔn
栓,shuān shuàn quán
栔,qì
栗,lì liè
栘,yí
栙,xiáng
栚,zhèn
栛,lì
栜,sè cì
栝,tiǎn kuò
栞,kān
栟,bēn bīng
栠,rěn
校,jiào xiào jiǎo qiāo
栣,rěn
栤,bìng
栥,zī
栦,chóu
栧,yì
栨,cì
栩,xǔ yǔ
株,zhū
栫,jiàn zùn
栬,zuì
栭,ér
栮,ěr
栯,yǒu yù
栰,fá
栱,gǒng
栲,kǎo
栳,lǎo
栴,zhān
栵,liè
栶,yīn
样,yáng yàng
核,gāi hé kài
根,gēn
栺,yì zhī zhǐ
栻,shì
格,gé luò hè gē
栽,zài zāi
栿,fú
桀,jié
桁,héng háng hàng
桂,guī
桃,táo tiāo zhào
桄,guàng guāng
桅,wéi guǐ
框,kuàng kuáng
桇,rú
案,àn
桉,ān àn
桊,juàn quān
桋,yí tí
桌,zhuō
桍,kū
桎,zhì
桏,qióng
桐,tóng tōng dòng
桑,sāng
桓,huán
桔,jié xié jú
桕,jiù
桖,xuè
桗,duò
桙,yú móu
桫,suō
桬,shā
桭,zhēn chén zhèn
桮,bēi
桯,tīng yíng
桰,kuò
桱,jìng
桲,bó
桳,bèn
桴,fú
桵,ruí
桶,tǒng
桷,jué
桸,xī
桹,láng
桻,fēng fèng
桽,wěn
桾,jūn
桿,hàn gǎn
梀,sù yìn
梁,liáng
梂,qiú
梃,tǐng tìng
梄,yǒu
梅,méi
梆,bāng
梇,lòng
梈,pēng
梉,zhuāng
梊,dì
梋,xuān juān xié
梌,tú chá tū
梍,zào
梎,āo yòu
梏,gù jué
梐,bì
梑,dí
梒,hán
梓,zǐ
梔,zhī
梖,bèi
梗,gěng
梘,jiǎn xiàn jiàn
梚,wǎn
梛,nuó
梜,jiā
條,tiáo tiāo
梞,jì
梟,xiāo
梠,lǚ
梡,hún kuǎn
梢,shāo shào xiāo
梣,cén
梤,fén
梧,wú wù yǔ
梩,sì qǐ
梪,dòu
梫,qǐn qīn
梬,yǐng
梭,xùn suō
梮,jū
梯,tī tí
械,xiè
梱,kǔn hún
梳,shū
梴,chān
梵,fàn
梶,wěi
梷,jìng
梹,bīng
梽,zhì
棁,tuō zhuō ruì
棃,lí
棄,qì
棆,lún
棇,cōng sōng
棈,qiàn
棉,mián
棋,qí jī
棌,cài
棍,hùn āo gǔn gùn
棎,chán
棏,dé zhé
棐,fěi féi
棑,pái bèi pèi
棒,bàng
棓,bàng pǒu bèi péi bēi
棔,hūn
棖,chéng cháng
棗,zǎo
棘,jí
棙,lì liè
棚,péng
棛,yù
棜,yù
棝,gù
棞,jùn
棟,dòng
棠,táng
棡,gāng
棣,dì tì dài
棤,cuò
棥,fán
棦,chēng
棧,zhàn zhǎn chén
棨,qǐ
棩,yuān
棪,yǎn yàn
棫,yù
棬,quān juàn quán
棭,yì
森,sēn
棯,rěn shěn
棰,chuí duǒ
棱,léng lèng lēng líng chēng
棲,qī xī
棳,zhuō
棴,fú sù
棵,kuǎn kě kē
棶,lái
棷,zōu sǒu
棸,zōu
棹,zhào zhuō
棺,guān guàn
棻,fēn
棼,fén fèn fēn
棽,chēn shēn
棾,qíng
棿,ní niè
椁,guǒ
椂,lù
椄,jiē jié qiè
椅,yī yǐ
椆,chóu zhòu diāo
椇,jǔ
椈,jú
椊,zuó cuì
椋,liáng
椌,qiāng kōng
植,zhí
椎,chuí zhuī
椏,yā ě
椐,jū
椑,pí bēi bì pái
椒,jiāo
椓,zhuó
椔,zī
椕,bīn
椖,péng
椞,xì
椥,zhī
椪,pèng
椯,duǒ chuán
椰,yē
椱,fù
椲,wěi huī
椳,wēi
椴,duàn
椵,jiǎ jiā
椶,zōng
椷,jiān hán
椸,yí
椹,zhēn shèn
椺,xí
椻,yàn yà
椼,yǎn
椽,chuán
椾,jiān zhàn
椿,chūn
楀,yǔ
楁,hé
楂,chá zhā
楃,wò
楄,pián
楅,bī
楆,yāo
楇,huò guō kuǎ
楈,xū
楉,ruò
楊,yáng
楋,là
楌,yán
楎,huī
楏,kuí
楐,jiè
楑,kuí
楒,sī
楓,fēng fán
楔,xiē
楖,zhì jí
楗,jiàn jiǎn
楘,mù
楙,mào
楚,chǔ
楛,hù kǔ
楜,hú
楝,liàn
楞,léng lèng
楟,tíng
楠,nán
楢,yóu yǒu
楣,měi
楤,sǒng cōng
楥,xuàn yuán
楦,xuàn
楧,yǎng
楨,zhēn
楩,pián
楪,yè dié
楫,jí
楬,jié qià
業,yè
楮,chǔ zhū
楯,shǔn dùn chūn
楰,yú
楱,zòu cōu
楲,wēi
楴,tì dǐ shì
極,jí jǐ
楶,jié
楷,jiè kǎi
楸,qiū
楹,yíng
楺,rǒu ròu
楻,huáng
榀,pǐn
概,gài guì jié
榃,tán
榅,wēn yùn
榆,yú
榍,xiè
榎,jiǎ
榐,zhǎn chǎn niàn zhèn
榑,fú fù bó
榒,nuò
榓,mì
榔,láng lǎng
榕,róng
榖,gǔ
榗,jiàn jìn
榙,tā
榚,yǎo
榛,zhēn
榜,bēng bǎng bàng páng
榝,shā xiè
榞,yuán
榠,míng
榡,sù
榣,yáo
榤,jié
榥,huàng
榦,gàn hán
榧,fěi
榨,zhà
榪,mà mǎ
榫,sǔn
榬,yuán
榭,xiè
榮,róng
榯,shí
榰,zhī
榱,cuī
榳,tíng
榴,liú
榵,róng
榶,táng
榷,què
榸,zhāi
榹,sī
榺,shèng
榻,tà
榼,kē
榽,xī
榾,gǔ
榿,qī
槀,gǎo kào
槁,gǎo kào gāo
槂,sūn
槃,pán
槄,tāo
槅,gé
槇,diān zhěn zhēn
槉,jí
槊,shuò
構,gòu jué
槌,zhuì chuí duī
槍,qiāng chēng qiǎng
槎,chá
槏,qiǎn xiàn lián
槐,huái
槔,gāo
槢,xí dié
槣,jī guī
槤,lián liǎn
槥,huì
槦,yōng
槧,qiàn
槫,tuán shuàn quán
槬,huà
槭,qī zú sè
槮,sēn shěn
槯,cuī zuǐ
槰,péng
槱,yǒu chǎo
槲,hú
槳,jiǎng jiāng
槴,hù
槵,huàn
槶,guì
槷,niè xiè yì
槸,yì
槺,kāng
槻,guī
槼,guī
槽,cáo zāo
槾,màn wàn mán
槿,jǐn qín
樀,dí zhí zhé
樁,zhuāng chōng
樂,yuè lè yào luò liáo
樃,lǎng
樄,chén
樅,cōng zōng
樆,lí chī
樇,xiū
樈,qíng
樉,shuǎng
樊,fán fàn
樋,tǒng
樌,guàn
樍,zé
樎,sù
樏,lěi léi
樑,liáng
樓,lóu lǘ
樔,cháo chāo jiǎo
樕,sù
樖,kē
樗,chū
樘,chēng táng
標,biāo biào
樚,lù dú
樛,jiū liáo
樜,zhè
樝,zhā
樞,shū ōu
樟,zhāng
樠,mán lǎng
模,mó mú
樢,niǎo mù
樣,xiàng yàng
樤,tiáo
樥,péng
樨,xī
横,héng hèng guāng guàng huáng huàng
樫,jiān
樲,èr zhì
樳,xún
樴,zhí yì
樵,qiáo
樶,zuī
樷,cóng
樸,pǔ pú
樹,shù
樺,huà
樻,kuì
樽,zūn
樾,yuè
樿,shàn
橀,xī
橁,chūn
橂,diàn
橃,fá fèi
橄,gǎn
橅,mó
橆,wǔ wú
橇,qiāo
橈,náo ráo
橉,lìn
橋,qiáo jiāo jiào qiāo jiǎo
橌,xiàn
橍,rùn
橎,fán
橏,zhǎn jiǎn
橐,tuó dù luò
橑,lǎo
橒,yún
橔,dūn tuí
橕,chēng
橖,táng chēng
橗,méng
橘,jú
橙,chéng dèng
橚,sù xiāo qiū
橛,jué
橝,diàn tán xín
橞,huì
機,jī
橠,nuǒ nuó
橡,xiàng
橢,tuǒ duǒ
橣,nǐng
橤,ruǐ
橦,chuáng tóng zhōng chōng
橧,zēng céng
橨,fén fèn fèi
橩,qióng
橪,rǎn yān
橬,qián qín
橭,gū
橯,lào
橱,chú
橽,tà
橾,shū qiāo sāo
橿,jiāng
檀,tán shàn
檂,nóng
檃,yǐn
檄,xí
檇,zuì
檈,xuán
檉,chēng
檊,gàn
檋,jú
檌,zuì
檍,yì
檎,qín
檐,yán dān
檑,léi lèi
檒,fēng
檓,huǐ
檔,dāng dàng
檕,jì
檖,suì
檗,bò bì
檘,píng bò
檙,chéng
檛,zhuā
檜,guì kuài huì
檝,jí
檞,jiě xiè
檟,jiǎ
檠,qíng jìng
檡,zhái shì tú
檢,jiǎn
檣,qiáng
檤,dào
檥,yǐ
檦,biǎo
檧,sōng
檨,shē
檩,lǐn
檫,chá sà
檬,méng
檭,yín
檮,táo chóu dào
檯,tái
檰,mián
檲,tuán
檳,bīng
檴,huò huà
檵,jì
檶,qiān
檷,nǐ mí
檸,níng
檹,yī
檺,gǎo
檻,jiàn kǎn
檼,yìn
檽,nòu ruǎn rú
檾,qǐng
檿,yǎn
櫂,zhào dí
櫃,guì
櫅,jī jì
櫆,kuí
櫇,pó
櫋,mián
櫍,zhì
櫎,huǎng guàng guǒ gǔ
櫏,qiān
櫐,lěi
櫑,léi lěi
櫒,sà
櫓,lǔ
櫔,lì
櫖,lǜ chū
櫗,miè mèi
櫙,ōu
櫚,lú
櫛,zhì
櫜,gāo
櫝,dú
櫞,yuán
櫟,lì luò yuè
櫠,fèi
櫡,zhuó zhù
櫢,sǒu
櫧,zhū
櫨,lú lǘ
櫩,yán yǎn
櫪,lì
櫫,zhū
櫬,chèn qìn guàn
櫭,jié jì
櫮,è
櫯,sū
櫰,huái guī
櫱,niè
櫲,yù
櫳,lóng
櫶,xiǎn
櫸,jǔ
櫹,xiāo qiū xiū
櫺,líng
櫻,yīng
櫼,jiān shān
櫽,yǐn
櫾,yóu yòu
櫿,yíng
欀,xiāng ràng
欁,nóng
欂,bó
欃,chán zhàn
欄,lán liàn
欆,shuāng
欇,shè
欈,wéi zuì
欉,cóng
權,quán guàn
欋,qú
欏,luó luǒ
欐,lì lǐ
欑,cuán zuàn
欒,luán
欓,dǎng tǎng
欔,jué
欖,lǎn
欗,lán
欘,zhú
欙,léi luǒ
欚,lǐ
欛,bà
欜,náng
欞,líng
欠,qiàn
次,cì zī cí
欣,xīn
欥,yì huān yù
欦,qiān hān xiān qián
欨,xū
欩,chāo
欪,chù xì qù
欫,qì
欬,kài ài
欭,yì yīn
欮,jué
欯,xì kài
欰,xù
欱,hē xiá
欲,yù
欳,kuì
欴,láng
欶,shuò sòu
欷,xī
欸,āi ǎi xiè ế éi ê̌ ěi ề èi ê̄
欺,qī
欻,xū chuā
欼,chǐ chuài
欽,qīn qìn yín
款,kuǎn xīn
欿,kǎn qiàn dàn
歁,kǎn kè qiǎn
歂,chuǎn chuán
歃,shà xiá
歄,guā
歅,yīn
歆,xīn
歇,xiē yà
歈,yú
歉,qiàn
歊,xiāo
歋,yè
歌,gē
歍,wū yāng
歎,tàn
歏,jìn qūn
歐,ǒu ōu
歑,hū
歒,tì xiāo
歔,xū
歖,xǐ yǐ
歙,xī shè xié
歛,hān liǎn
歜,chù
歝,yì
歞,è
歟,yú
歠,chuò
歡,huān
止,zhǐ
正,zhèng zhēng
此,cǐ
步,bù
武,wǔ
歧,qí
歪,wāi wǎi
歫,jù
歭,chí zhì
歰,sè shà
歱,zhǒng
歲,suì suò
歶,yú
歷,lì
歸,guī kuì kuí
歹,è dǎi dāi
歺,è
死,sǐ
歽,zhé
歾,mò wěn
殁,mò wěn
殂,cú
殃,yāng
殄,tiǎn
殅,shēng
殆,dài
殈,xù
殉,xùn
殊,shū
殌,jué
殍,bì piǎo
殎,qià
殏,qiú
殐,sù
殑,qíng jīng jìng
殔,yì
殕,fǒu yè bó
殖,zhí shì
殗,yè yàn yān
殘,cán
殙,hūn mèn
殛,jí
殜,dié
殝,zhēn
殞,yǔn
殟,wēn
殠,chòu
殢,tì
殣,jìn
殤,shāng
殥,yín
殦,diāo
殧,jiù
殨,kuì
殩,cuàn
殪,yì
殫,dān
殬,dù
殭,jiāng
殮,liàn
殯,bìn
殰,dú
殲,jiān
殳,shū
段,duàn
殶,zhù
殷,yīn yǐn yān
殸,qìng kēng shēng
殹,yì
殺,shā shài sà xiè shì
殼,qiào ké
殽,xiáo yáo xiào
殾,xùn
殿,diàn
毁,huǐ huì
毃,qiāo
毅,yì
毆,ōu kōu qū
毇,huǐ
毈,duàn
毉,yī
毊,xiāo
毋,wú móu
毌,guàn
母,mǔ mú wǔ wú
每,měi
毐,ǎi
毑,jiě
毒,dú dài
毓,yù
比,bǐ bì pí pǐ
毖,bì
毗,pí
毚,chán
毛,máo mào
毞,pí
毠,jiā
毢,sāi
毣,mù mào
毥,xún xùn
毦,ěr
毧,róng
毨,xiǎn
毪,mú
毫,háo
毬,qiú
毭,dòu nuò
毯,tǎn
毰,péi
毱,jú
毲,duō
毳,cuì qiāo xiā
毷,mào
毸,suī sāi
毹,shū yú
毻,tuò
毼,hé kě dā
毽,jiàn
毾,tà
毿,sān
氀,lǘ shū yú dōu
氁,mú
氂,máo lí
氃,tóng
氄,róng
氅,chǎng
氆,pǔ
氈,zhān
氉,sào
氋,méng
氌,lǔ
氍,qú
氏,shì zhī jīng
氐,dǐ dī zhī
民,mín
氒,jué
氓,méng máng
气,qì qǐ
氕,piē
氖,nǎi
氘,dāo
氙,xiān
氚,chuān
氛,fēn
氜,yáng rì
氝,nèi
氟,fú
氠,shēn
氡,dōng
氣,xì qì
氤,yīn yán
氥,xī
氦,hài
氧,yǎng
氨,ān
氪,kè
氫,qīng
氬,yà
氮,dàn
氯,lǜ
氰,qíng
氲,yún
水,shuǐ
氶,zhěng chéng zhèng
永,yǒng
氹,dàng
氻,lè
氼,nì mèi
氽,tǔn qiú
氾,fàn fán
氿,guǐ qiú jiǔ
汀,tīng tìng dìng
汁,zhī xié shí
求,qiú
汃,bīn pà pā
汆,cuān
汈,diāo
汊,chà
汋,zhuó yuè què shuò
汌,chuàn
汍,wán huán
汎,fàn fá
汏,tài dà
汐,xī
汑,tuō
汒,máng mǎng
汓,qiú yóu
汔,qì
汕,shàn shuàn
汖,pìn chí
汗,hàn hán gān
汘,qiān
汙,wū yú wā yū
汛,xùn
汜,sì
汝,rǔ
汞,gǒng
江,jiāng
池,chí tuó chè
汥,zhī jì
汦,zhǐ
汧,qiān yán
汨,mì
汩,gǔ yù hú
汪,wāng wǎng hóng
汫,jǐng
汭,ruì tūn
汮,jūn
汯,hóng
汰,tài
汱,quǎn fú
汲,jí
汳,biàn
汴,biàn
汵,gàn hán cén
汶,wèn wén mín mén
汷,zhōng
汸,fāng pāng
決,jué quē xuè
汻,hǔ huǎng
汼,niú yóu
汽,qì gài yǐ
汾,fén pén fēn
汿,xù
沁,qìn
沂,yí yín
沃,wò
沄,yún
沅,yuán
沆,hàng háng kàng
沇,yǎn wěi
沈,chén shěn tán
沉,chén
沊,dàn
沋,yóu
沌,dùn tún chún zhuàn
沍,hù hú
沎,huò
沏,qiè qī
沐,mù
沑,nǜ niǔ
沓,tà dá
沔,miǎn
沕,mì wù fū
沖,chōng
沗,pāng tiān
沘,bǐ
沙,shā shà suō
沚,zhǐ
沛,pèi
沜,pàn
沝,zhuǐ zǐ
沞,zā
沟,gōu
没,mò me méi
沫,mò
沬,huì mèi
沭,shù
沮,jū jǔ jù jiān zǔ
沰,tuō duó
沱,tuó duò chí
河,hé
沴,lì zhěn
沶,yí chí shì
沷,fā
沸,fèi fú
油,yóu yòu
沺,tián
治,chí zhì
沼,zhǎo
沽,gū gǔ
沾,zhān tiān diàn chān
沿,yán yǎn
泀,sī
況,kuàng
泂,jiǒng yíng yǐng jiōng
泃,jū gōu
泄,yì xiè
泅,qiú yōu
泆,yì dié
泇,jiā
泉,quán
泊,bó pò pō
泋,huì huǐ
泌,bì mì
泍,bēn bèn
泎,zé
泏,zhú kū
泐,lè
泑,yōu āo
泒,gū
泓,hóng
泔,gān hàn
法,fǎ
泖,mǎo liǔ
泗,sì
泙,píng pēng
泚,cǐ zǐ
泛,fàn fěng fá
泜,chí zhì zhī
泝,sù
泞,zhù nìng
泠,líng lǐng
泡,pāo páo pào
波,bō bēi bì
泣,qì lì sè
泥,ní nì nǐ niè nìng
泦,jú
泧,sà xuè
注,zhù zhòu
泩,shēng
泫,xuàn xuán juān
泬,jué xuè
泭,fú
泮,pàn
泯,mǐn miàn
泰,tài
泱,yāng
泲,jǐ
泳,yǒng
泵,pìn liú bèng
泿,yín
洀,pán zhōu
洁,jí jié
洃,huī
洄,huí huì
洅,zài
洆,chéng
洇,yīn yān yē
洈,wéi
洉,hòu
洊,jiàn cún
洋,xiáng yáng yǎng
洌,liè
洍,sì
洎,jì
洏,ér
洐,xíng
洑,fú fù
洒,xǐ sǎ xiǎn sěn cuǐ xùn
洓,sè qì zì
洔,zhǐ
洕,yìn
洖,wú
洗,xiǎn xǐ
洘,kǎo kào
洙,zhū
洚,jiàng hóng
洛,luò
洝,àn yàn è
洞,dòng tóng
洟,tì
洠,móu
洡,lèi lěi
洢,yī
洣,mǐ
津,jīn
洦,pò
洧,wěi
洨,xiáo
洩,yì xiè
洪,hóng
洫,xù yì
洬,sù shuò
洭,kuāng
洮,táo yáo dào
洯,qiè jié
洰,jù
洱,ěr
洲,zhōu
洳,rù rú
洴,píng pēng
洵,xún xuàn
洶,xiōng
洷,zhì
洸,guāng huàng
洹,huán
洺,míng
活,guō huó
洼,wā guī
洽,qià hé
派,pài mài bài pā
洿,wū hù
浀,qū
流,liú
浂,yì
浖,liè
浗,qiú
浘,wěi
浙,zhè
浚,jùn xùn cún
浛,hàn hán gān
浜,bāng bīn
浝,máng
浞,zhuó
浟,yóu dí
浠,xī
浡,bó
浢,dòu
浣,huàn
浤,hóng
浥,yì yà
浦,pǔ
浧,yǐng chéng yíng zhèng yìng
浨,lǎn
浩,hào gǎo gé
浪,láng làng
浫,hǎn
浬,lǐ
浭,gēng
浮,fú
浯,wú
浰,liàn
浲,féng hóng
浳,yì
浴,yù
浵,tóng
浶,láo
海,hǎi
浸,jìn qīn
浹,jiā xiá
浺,chōng
浻,jiǒng jiōng
浼,měi
浽,suī něi
浾,chēng
浿,pèi
涀,xiàn jiǎn
涂,tú chú yé
涃,kùn
涄,pīng
涅,niè
涆,hàn
涇,jīng qǐng
消,xiāo
涉,shè dié
涊,niǎn rěn
涋,tū
涌,yǒng chōng
涍,xiào
涎,xián yàn diàn
涏,tǐng
涐,é
涑,sōu shù sù
涒,tūn yūn
涓,juān yuàn xuàn
涔,cén qián zàn
涕,tì
涖,lì
涘,sì
涚,shuì
涣,huàn huì
涪,fú póu
涫,guàn
涬,xìng
涭,shòu tāo
涮,shuàn shuā
涯,yá
涰,chuò
液,yè shì
涳,kōng náng
涴,wò wǎn yuān
涵,hán hàn
涶,tuō tuò
涷,dōng
涸,hé
涹,wō
涺,jū
涻,shè
涼,liáng liàng
涽,hūn hùn
涾,tà
涿,zhuō zhuó
淀,diàn
淁,qiè jí
淂,dé
淃,juàn
淄,zī
淅,xī
淆,xiáo
淇,qí
淈,gǔ hù
淉,guǒ guàn
淊,hàn yān yǎn hán
淋,lín lìn
淌,chàng chǎng tǎng
淍,zhōu diāo
淎,pěng
淏,hào
淐,chāng
淑,shū chù
淒,qī qiàn
淓,fāng
淔,zhí
淕,lù
淖,nào zhào zhuō chuò
淘,táo
淙,cóng shuàng
淚,lèi lì
淜,píng péng
淝,féi
淞,sōng
淟,tiǎn
淠,pì pèi
淡,dàn yàn tán
淢,yù xù
淣,ní
淤,yū
淦,gàn hán
淨,chéng jìng
淩,líng
淪,lún lǔn guān
淫,yín yàn yáo
淬,cuì zú
淭,qú
淮,huái
淯,yù
淰,niǎn shěn nà
深,shēn
淲,biāo hū hǔ
淳,zhūn chún zhǔn
淴,hū
淵,yuān
淶,lái
混,hùn gǔn hún kūn
淹,yān yǎn
淺,qiǎn jiān jiàn cán zàn
添,tiān tiàn
淼,miǎo
淽,zhǐ
渀,bèn bēn
渂,wèn mín
渃,ruò rè
渄,fēi
清,qīng qìng
渌,lù
渘,róu
渚,zhǔ
減,jiǎn
渜,nuǎn nuán
渝,yū
渞,qiú wù
渟,tíng tīng
渠,qú jù
渡,dù
渢,fán féng
渣,zhā
渤,bó
渥,wò òu wū
渦,wō guō
渧,dì tí dī
渨,wēi
温,wēn yùn
渫,xiè dié zhá yì qiè
測,cè
渭,wèi
渮,hé
港,gǎng hòng
渰,yǎn
渱,hóng gòng
渲,xuàn
渳,mǐ
渴,jié kě kài hé
渵,máo
渶,yīng
渷,yǎn
游,liú yóu
渹,hōng qìng
渺,miǎo
渻,shěng
渼,měi
渽,zāi
渾,hún hùn gǔn
渿,nài
湀,guǐ
湁,chì
湂,è
湃,pài bá
湄,méi
湅,liàn làn
湆,qì
湇,qì
湈,méi
湉,tián
湊,còu
湋,wéi
湍,tuān zhuān
湎,miǎn
湏,huì mǐn
湑,xǔ xù
湒,jí
湓,pèn pén
湔,jiān zàn zhǎn qián jiàn
湕,jiǎn
湖,hú
湗,fèng
湘,xiāng
湚,yìn
湛,chén dān tán zhàn jìn yǐn chěn yín shèn
湜,shí
湝,jiē xié
湞,chēng zhēn
湟,huáng kuàng
湠,tàn
湡,yú
湢,bì
湣,mǐn hūn miàn
湤,shī
湥,tū
湦,shēng
湧,yǒng
湨,jú
湩,dòng dǒng tóng
湪,tuàn nuǎn
湫,jiǎo jiù jiū qiū jiāo
湭,qiú
湮,yīn
湯,tāng tàng shāng yáng
湰,lóng
湱,huò
湲,yuán
湳,nǎn
湴,bàn pán
湵,yǒu
湶,quán
湷,zhuāng hún
湸,liàng
溉,gài xiè
溋,yíng
溍,jìn
溎,yàn guì
溏,táng
源,yuán
溑,suǒ
溒,yuán
溓,lián liǎn xián xiàn nián lín
溔,yǎo
準,zhǔn zhuó
溗,chéng
溘,kè kài
溙,tài
溚,dá tǎ
溛,wā
溜,liù liū liú
溝,gōu gǎng kòu
溞,sāo
溟,míng mǐng mì
溠,zhā
溡,shí
溢,yì
溣,lùn
溤,mǎ
溥,pǔ fū bù bó pò
溦,wēi méi
溧,lì
溩,wù
溪,xī qī
溭,zé
溮,shī
溯,sù shuò
溰,ái
溱,zhēn qín
溲,sǒu sōu shāo
溳,yún yǔn
溴,chòu xiù
溵,yīn
溶,róng
溷,hùn hún
溸,sù
溹,suò sè
溺,ruò nì niào
溻,tā
溼,shī
溽,rù rú
溾,āi
滀,chù xù
滁,chú
滂,pāng pēng
滃,wěng wēng
滄,cāng
滅,miè
滆,gé
滇,diān tián zhēn
滈,hào xuè
滉,huàng
滊,xì xiē qì
滋,zī cí xuán
滌,dí
滍,zhì
滎,xíng yīng
滏,fǔ
滐,jié
滑,huá gǔ
滒,gē
滓,zǐ
滔,tāo
滕,téng
滖,suī
滘,jiào
滚,gǔn
滫,xiǔ
滬,hù
滭,bì
滮,biāo
滯,zhì chì
滰,jiàng
滲,shèn sēn qīn lín
滳,shāng
滴,dī
滵,mì
滶,áo
滷,lǔ
滸,hǔ xǔ
滹,hū hǔ
滺,yōu
滻,chǎn
滼,fàn
滽,yōng
滿,mǎn mèn
漀,qǐng qīng
漁,yú
漂,piāo piǎo piào biāo
漃,jì
漅,cháo
漆,qī qiè
漇,xǐ
漈,jì
漉,lù
