Character,Reading
顊,otogai
顋,ago era
題,hitai
額,hitai taka
顎,ago
顏,kao
顑,kiiroi
顒,ookii
顓,uyauyashii
顔,kao
顕,akiraka arawareru
顖,hiyomeki
顗,uyauyashii
願,negau negai
顙,hitai
顚,itadaki taoreru
顛,itadaki taoreru
類,tagui
顢,ookinakao
顣,mayuwohisomeru
顥,shiroi
顦,yatsureru
顧,kaerimiru
顪,hoo
顫,furueru
顬,komekami
顯,akiraka
顰,shikameru hisomeru
顱,kashira
顴,shiroi
颕,hosaki
風,kaze
颪,oroshi
颭,soyogu
颮,tsumujikaze
颯,hishigu hayate midareru
颰,hayate
颴,tsumujikaze
颶,tsumujikase hayate
颷,tsumujikaze
颸,suzushiikaze
颺,ageru
颿,hashiru
飂,fuku
飃,tsumujikase
飄,tsumujikase
飅,fuku
飆,tsumujikaze
飇,tsumujikaze
飈,tsumujikaze
飌,kaze kaza furi
飛,tobu tobasu
飜,hirugaeru
食,kuu kurau taberu
飡,nomu kurau
飢,ueru
飣,takuwaeru
飥,mochi
飦,kayu hoshiii
飧,banmeshi
飩,mushimochi
飪,niru
飫,akiru tamau
飭,katameru tsutsushimu tadashii
飮,nomu
飯,meshi
飰,kurau meshi
飲,nomu
飳,konamochi
飴,ame
飶,kaori
飼,kau yashinau
飽,akiru
飾,kazaru kazari
餁,niru
餂,umai
餃,ame
餅,mochi
餇,kuimono
餈,mochi
餉,kareii
養,yashinau yashinai
餌,mochi e esa
餐,tabemono kuu
餑,nagai
餒,ueru
餓,ueru
餔,yuumeshi kuu
餕,tabenokoshi
餗,kayu
餘,amaru
餚,sonaeru
餜,mochi
餝,kazaru kazari
餞,hanamuke
餟,matsuru
餠,mochi kurau
餡,an anko
餤,susumu kuu
餦,ame mochi
餧,ueru
館,yakata tate
餫,okuru
餬,kayu
餱,hoshiii
餲,kusaru
餳,ame
餴,musu mushimeshi
餵,ueru
餹,ame
餻,konamochi
餼,okurimono
餽,okuru
餾,musu
饀,konamochi
饁,okuru
饂,udon
饆,mochi
饇,aku
饈,susumeru
饉,ueru
饊,okoshi
饋,okuru
饌,sonaeru
饍,susumeru sonaeru
饐,sueru musebu
饑,ueru
饒,yutaka
饔,niru
饕,musaboru
饗,motenasu ae ukeru
饘,kayu
饙,musu
饛,yamamori
饜,aku
饞,musaboru
饟,kareii bentou
饠,mochi
馓,okoshi
首,kubi koube shirushi
馗,hoobone michi kakureru
馘,mimikiru kubikiru
香,kaori ka
馛,nioi koubashii
馝,kaori
馟,koubashii
馥,kaoru ka kaori
馦,kou
馨,kaoru kaori
馬,uma
馭,tsukau norimono
馮,yoru tanomu
馱,noseru
馲,raba
馳,haseru
馴,nareru narasu shitagau
馹,hayauma
馺,oitsuku
馽,tsunagu
馿,usagiuma
駁,madara majiru
駃,raba
駄,noseru
駅,umaya
駆,kakeru karu
駈,kakeru karu
駉,maki makiba
駐,todomaru todomeru
駑,nibui noroi
駒,koma
駓,shirakage
駔,uma
駕,noru shinogu
駘,nugu nibui oroka
駙,soeuma chikai
駛,haseru hayai
駜,koeru
駝,semushi
駞,semushi
駢,narabu
駧,hashiru
駪,ooi
駫,takumashii
駬,shunme
駭,odoroku
駮,madara
駰,doroashige
駱,kawarage
駲,shuu
駴,odoroku
駵,kurige
駻,arauma abareuma kura
駾,hashiru
駿,sugureru ookii nagai
騁,haseru
騂,akauma
騃,oroka
騅,ashige
騈,narabu
騌,tategami
騎,noru
騏,kuromidori
騐,shirushi
騑,soeuma
騒,sawagu sawagashii urei
験,shirushi akashi tamesu
騖,haseru
騗,kataru damasu
騙,kataru
騢,tsukige
騣,tategami
騤,susumu
騨,madarauma
騫,kakeru sokonau ayamaru
騭,osuuma
騮,kurige
騰,noboru agaru
騳,hashiru
騶,umakai
騷,sawagu
騺,omoi
騾,raba
驀,noru tachimachi masshigura
驁,ogoru
驂,soeuma
驃,shirakage tsuyoi isamu
驄,ashige
驅,kakeru karu
驇,omoi
驊,akakurige
驋,hashiru
驍,takeshi
驎,madarauma
驑,kurige
驒,madarauma
驔,kurokurige
驕,ogoru
驖,kurokurige
驗,akashi tamesu shirushi
驚,odoroku odorokasu
驛,umaya
驝,raba
驟,haseru niwaka
驢,usagiuma
驤,agaru
驩,yorokobu
驪,kurokoma kurouma kuroi
骨,hone
骪,magaru mageru atsumaru suteoku
骫,magaru mageru atsumaru suteoku
骭,hagi sune waki
骮,kobone
骰,sai saikoro
骲,yajiri
骴,hone
骵,karada
骶,shiri
骸,mukuro
骹,hagi
骻,matagura
骼,hone sarebone
髀,momo
髁,momo
髆,kaigarabone
髈,momo
髎,koshibone
髐,kaburaya
髒,kitanai
髓,zui
體,karada
髖,koshibone
髗,atama
高,takai takamaru takasa
髙,takai takamaru takasa
髛,akiraka
髜,takai
髞,isogu
髠,soru
髢,kamoji
髣,sanagara honoka
髤,urushi
髥,oohige
髦,taregami
髪,kami
髫,unai
髭,hige
髮,kami
髯,hige
髱,tabo
髲,kamoji
髳,taregami
髴,samonitari
髵,agohige
髷,mage wage
髹,urushi
髺,tabaneru
髻,motodori mizura
髽,kukurigami
鬀,soru
鬃,tategami
鬄,kamoji
鬆,su
鬈,uruwashii
鬉,tategami
鬌,ochiru
鬐,tategami
鬒,ooi
鬘,katsura
鬙,midareru
鬚,hige
鬛,tategami
鬜,hageru
鬟,wage mizura
鬠,tabaneru motoyui
鬢,bin
鬣,tategami
鬥,tatakau arasou
鬦,tatakau
鬧,sawagashii
鬨,toki
鬩,semegu
鬪,tatakau
鬫,hoeru
鬬,tatakau arasou
鬭,tatakau arasou
鬮,kuji
鬯,nobiru
鬰,shigeru muragari
鬱,shigeru
鬲,kanae
鬳,koshiki
鬴,kama
鬵,oogama
鬶,kama
鬷,atsumaru
鬹,kama
鬺,niru
鬻,kayu hisagu
鬼,oni
鬽,bakemono
魁,kashira sakigake
魂,tamashii
魃,hideri
魄,tamashii
魅,mononoke bakemono sudama
魈,sudama
魌,minikui
魎,kodama sutama
魏,takai
魑,sudama
魔,mamono
魕,oni
魗,nikumu
魘,osowareru osou unasareru
魚,uo sakana sunadoru
魛,tachiuo
魞,eri
魡,tsuru
魣,tanago
魥,kogame kochi himono
魦,same chichibu
魨,fugu
魪,karei
魫,sakanonoko
魬,karei
魭,aoumigame
魯,oroka
魳,buri kamasu
魴,oshikiuo kagamida
魵,ebi
魹,todo
魿,uneru uroko
鮀,namazu
鮃,hirame
鮄,saba
鮅,masu
鮆,etsu
鮇,iwana
鮉,tai
鮊,migoi shirouo ganki kasube
鮋,haya
鮍,kawahagi
鮎,ayu namazu
鮏,namagusai namagusa sake
鮐,fugu
鮑,awabi
鮒,funa
鮓,sushi
鮖,kajika kajiko
鮗,konoshiro
鮚,hamaguri
鮝,fuka
鮞,harago
鮠,haya
鮦,katsuo
鮧,oonamazu namazu sukesou
鮨,sushi
鮩,nigoi ami
鮪,maguro shibi
鮫,same mizuchi
鮬,tanago seigo karasumi
鮭,fugu sakana sake
鮮,azayaka sukunai
鮲,mate kochi
鮴,gori mebaru
鮷,namazu sukesou
鮸,nibe ishimochi
鮹,tako
鮻,same chichibu
鮿,hoshiuo
鯆,iruka saba
鯈,haya hae
鯉,koi
鯊,haze same
鯋,haze same
鯎,ugui
鯏,asari ugui
鯐,subashiri
鯑,kazunoko
鯒,kochi
鯔,bora
鯖,saba
鯗,fuka
鯘,kusaru
鯛,tai
鯝,harawata
鯟,kado
鯡,nishin
鯢,sanshouuo
鯣,surume
鯤,harago gigi
鯥,mutsu
鯧,managatsuo
鯨,kujira
鯪,senzankou
鯫,migoi
鯯,konoshiro
鯰,namazu
鯱,shachi
鯲,dojou
鯳,sukesou
鯵,aji
鯷,namazu sukesou
鯸,fugu
鯹,namagusai
鯺,fugu
鯽,funa
鯿,oshikiuo
鰀,amenouo
鰂,ika
鰆,sawara
鰈,karei
鰉,higai
鰊,nishin
鰋,namazu
鰌,dojou
鰍,dojou inada kajika
鰐,wani
鰑,unagi surume
鰒,awabi fugu
鰓,era
鰔,tara karei
鰕,ebi
鰘,muroaji
鰙,wakasagi
鰚,haraka
鰛,iwashi
鰜,nishin
鰞,ika
鰢,umiebi tsukura subashiri
鰣,konoshiro hasu
鰤,buri
鰥,yamoo yamu
鰦,haya
鰧,okoze
鰨,karei
鰩,ei
鰪,managatsuo
鰭,hire
鰮,iwashi
鰯,iwashi
鰰,hatahata ina
鰱,tanago
鰲,oogame
鰵,ishimochi
鰶,konoshiro
鰷,haya
鰹,katsuo
鰺,aji
鰻,unagi
鰽,konoshiro
鰾,ukibukuro
鱁,same
鱃,dojou
鱅,konoshiro
鱆,tako
鱈,tara
鱉,suppon
鱎,migoi
鱏,kajiki ei
鱐,hoshiuo
鱒,masu
鱓,umihebi gomame
鱔,umihebi gomame
鱖,sake
鱗,uroko
鱘,chouzame kajiki
鱚,kisu
鱛,eso
鱞,yamoo yamome
鱟,kabutogani
鱠,namasu
鱣,koi
鱤,tara
鱧,hamo
鱨,gigi
鱩,hatahata
鱪,shiira
鱫,mutsu
鱮,tanago
鱰,shiira
鱲,karasumi
鱵,sayori
鱶,himono fuka
鱷,wani
鱸,suzuki
鱻,atarashii sukunai
鲉,hae haya
鲊,sushi
鲌,migoi shirauo ganki kasube
鲏,kawahagi
鲙,namasu
鲬,kochi
鲹,aji
鳁,iwashi
鳥,tori
鳦,tsubame
鳧,kamo keri
鳩,hato atsumeru
鳫,kari
鳬,kamo keri
鳮,niwatori
鳯,ootori houou
鳰,nio
鳲,yobukodori
鳳,ootori
鳴,naku naru narasu
鳶,tobi tonbi
鳹,tsuibamu
鴂,sasagi
鴃,mozu
鴇,nogan toki
鴈,kari ahiru
鴉,karasu
鴋,mizogoisagi
鴎,kamome
鴗,kawasemi
鴘,wakataka
鴜,hahadori
鴝,hahatsuchou
鴞,fukurou
鴟,tobi
鴣,shako
鴦,oshidori
鴨,kamo
鴫,shigi
鴬,uguisu
鴰,manazuru
鴲,shime
鴳,uzura
鴴,suzume chidori
鴻,ootori hishikui
鴼,sagi
鴽,uzura
鴾,toki
鴿,hato
鵂,mimizuku
鵄,tobi
鵆,chidori
鵇,toki
鵈,ten
鵊,hototogisu
鵐,funashiuzu
鵙,mozu
鵜,u
鵟,yotaka
鵠,kugui mato
鵤,ikaruga
鵥,kakesu
鵧,mozu
鵩,mimizuku
鵪,uzura
鵫,kiji yamadori
鵬,ootori
鵯,hyo
鵰,washi kizamu horu
鵲,kasasagi
鵶,karasu
鵺,nue
鵻,kobato
鵼,nue
鵾,shamo
鶄,goisagi
鶇,tsugumi
鶉,uzura
鶍,isuka
鶎,kikuitadaki
鶏,niwatori tori
鶒,oshidori
鶕,funashiuzura
鶖,u
鶗,hototogisu
鶚,misago
鶡,yamadori
鶩,ahiru
鶪,mozu
鶫,tsugumi
鶬,manazuru
鶮,tsuru
鶯,uguisu
鶱,tobu
鶲,hitaki
鶴,tsuru
鶵,hina hiyoko
鶸,hiwa
鶹,mimizuku
鶻,hayabusa
鶼,tsuibamu
鶿,u
鷂,hashitaka irokiji
鷃,uzura
鷄,niwatori
鷆,kasui
鷇,hina
鷏,kasui
鷔,tobiuo
鷕,naku
鷖,kamome
鷗,kamome
鷙,aradori arai
鷚,hibari
鷞,taka
鷟,ootori
鷥,shirasagi
鷦,sazaki misosazai takumidori
鷧,u
鷮,ooyamadori
鷰,tsubame tsubakuro
鷲,washi
鷳,tobi shirakiji
鷴,tobi
鷸,shigi
鷹,taka
鷺,sagi
鷽,uso
鸂,oshidori
鸇,hayabusa
鸊,kobato
鸐,yamadori
鸕,atama
鸖,tsuru
鸙,hibari
鸛,kounotori
鸜,hahatsuchou
鸴,uso
鹀,funashiuzu
鹟,hitaki
鹵,shio shiochi tate
鹶,nigai
鹸,aku
鹹,shiokarai shioke
鹺,shio
鹻,shioke
鹼,aku
鹽,shio
鹿,shika ka
麀,mejika
麁,arai
麃,ooshika
麄,hanareru
麅,ooshika
麇,noro
麈,oujika
麋,nareshika
麌,ojika
麑,kanoko
麓,fumoto
麕,noro
麖,ooshika
麗,uruwashii tsuranaru narabu
麞,noro
麤,hanareru arai
麥,mugi
麦,mugi
麨,mugikogashi
麩,fusuma
麪,mugiko
麬,fusuma
麭,konamochi
麮,mugigayu
麯,kouji
麳,komugi mugi
麴,kouji
麵,mugiko
麸,fusuma
麹,kouji
麺,mugiko
麻,asa
麼,komakai kasuka
麾,sashizuba sashimaneku
麿,maro
黃,ki
黄,ki
黆,takeshi
黈,kiiro
黌,manabeya
黍,kibi
黎,kuroi
黏,nebaru
黐,mochi
黑,kuroi kuro
黒,kuroi kuro
黔,kuroi
黕,aka
默,damaru
黙,damaru modasu
黛,mayuzumi
黜,shirizokeru
黝,aoguro
點,bochi
黟,kokutan
黠,satoi warugashiko
黡,hokuro
黤,aoguroi
黥,irezumi
黧,kuroi
黨,nakama mura
黬,kuroi nabezumi
黭,aoguroi
黮,kuroi
黯,kuroi kurai
黰,kurokami
黱,mayuzumi
黲,usuaoguroi
黴,kabi kabiru
黵,hagareru
黶,hokuro
黷,kegasu kegareru
黸,kuroi
黹,nuu nui
黻,aya
黼,aya
黽,tsutomeru aogaeru
黿,aoumigame
鼂,umigame
鼃,kaeru
鼅,kumo
鼇,oogame
鼈,suppon
鼉,wani
鼎,kanae masani
鼐,kanae
鼑,kanae
鼒,kanae
鼓,tsuzumi
鼔,tsuzumi
鼖,ootsuzumi
鼗,furitsuzumi
鼙,tsutsumi
鼛,ootsuzumi
鼠,nezumi
鼡,nezumi
鼢,moguramochi
鼦,ten
鼪,itachi
鼫,musasabi
鼬,itachi
鼯,musasabi
鼴,mogura
鼷,hatsukanezumi
鼹,mogura
鼺,musasabi
鼻,hana
鼼,kagibana
鼽,tsumaru
鼾,ibiki
鼿,aomukibana
齁,kagibana
齃,neiki
齄,hananowaki
齅,kagu
齆,hanazumari
齇,akabana
齊,sorou hitoshii hitoshiku
齋,monoimi tsutsushimu
齎,motarasu
齏,namasu
齒,ha
齓,kakeba
齔,osanai
齕,kamu
齗,haguki
齚,kamu
齝,niregamu nigekamu
齟,kamu
齠,misoppa
齡,yowai
齢,yowai
齣,kugiri koma
齦,haguki
齧,kamu kajiru
齨,usuba
齩,kamu kajiru kami
齪,semaru
齬,kuichigau kuichigai
齭,itamu
齮,kamu
齰,kamu
齱,semaru
齲,mushiba
齶,haguki
齷,akusekusuru
齽,magariba
龍,tatsu
龏,tsutsushimu noboru tomoshibiohohi
龐,takadono
龒,tatsu
龔,sonaeru
龕,zushi
龖,osoreru
龗,kami yoshi
龜,kame
龝,aki toki
龞,suppon
龠,fue
龡,fuku fukinarasu
龢,yawaragu
龥,yobu
兀,takai hageru ashikiru
嗀,hakusama
塚,tsuka
晴,hareru hare harasu
凞,yawaragu
猪,inoshishi i
益,masu masumasu
礼,nori
神,kami kou tamashii
祥,saiwai
福,saiwai himorogi
靖,yasui yasunjiru yasu
精,shirageyone kuwashii kokoro
羽,ha hane
蘒,hagi
諸,moro kore
逸,hashiru ushinau soreru
都,miyako subete
飯,meshi
飼,kau yashinau
館,yakata tate
鶴,tsuru
𠯮,shina
𢈘,shika ka
𢊍,kuriya
𢫦,utsu
𣏾,maruta
𣟬,tesuri
𣟱,keyaki
𣠽,tsuka
𥔵,jishaku yakimono
𦦙,ageru agaru kozoru
𧗗,hanaji
𧗷,michi sube waza
𨻶,sukasu hima
𩂳,tama
𩵋,uo sakana sunadoru
𪀒,tobi
𪉩,shio
